name,falsePositive,truePositive
frame_2396.jpg,False,True
frame_2397.jpg,False,True
frame_2399.jpg,False,True
frame_24.jpg,True,False
frame_2402.jpg,False,True
frame_2403.jpg,False,True
frame_2404.jpg,False,True
frame_2405.jpg,False,True
frame_2406.jpg,True,False
frame_2408.jpg,True,False
frame_2409.jpg,True,False
frame_2410.jpg,True,False
frame_2411.jpg,True,False
frame_2413.jpg,True,False
frame_2415.jpg,True,False
frame_2416.jpg,False,True
frame_2423.jpg,False,True
frame_2425.jpg,True,False
frame_2426.jpg,True,False
frame_2427.jpg,True,False
frame_2429.jpg,True,False
frame_2432.jpg,True,False
frame_2433.jpg,False,True
frame_2434.jpg,False,True
frame_2436.jpg,False,True
frame_2437.jpg,False,True
frame_2438.jpg,False,True
frame_2442.jpg,False,True
frame_2443.jpg,False,True
frame_2444.jpg,False,True
frame_2445.jpg,False,True
frame_2446.jpg,False,True
frame_2448.jpg,False,True
frame_2449.jpg,False,True
frame_2450.jpg,False,True
frame_2452.jpg,False,True
frame_2454.jpg,False,True
frame_2457.jpg,False,True
frame_2462.jpg,True,False
frame_2468.jpg,True,False
frame_2469.jpg,True,False
frame_2470.jpg,True,False
frame_2471.jpg,False,True
frame_2472.jpg,False,True
frame_2473.jpg,False,True
frame_2474.jpg,False,True
frame_2477.jpg,True,False
frame_2480.jpg,True,False
frame_2486.jpg,False,True
frame_2487.jpg,False,True
frame_2488.jpg,True,False
frame_2489.jpg,True,False
frame_2495.jpg,False,True
frame_2496.jpg,False,True
frame_2497.jpg,True,False
frame_2498.jpg,False,True
frame_2499.jpg,False,True
frame_25.jpg,True,False
frame_2500.jpg,False,True
frame_2501.jpg,False,True
frame_2502.jpg,False,True
frame_2504.jpg,False,True
frame_2505.jpg,False,True
frame_2506.jpg,False,True
frame_2507.jpg,False,True
frame_3136.jpg,False,True
frame_2508.jpg,False,True
frame_2509.jpg,True,False
frame_2510.jpg,False,True
frame_2511.jpg,False,True
frame_2512.jpg,False,True
frame_2513.jpg,False,True
frame_2514.jpg,False,True
frame_2515.jpg,False,True
frame_2516.jpg,False,True
frame_2517.jpg,False,True
frame_2570.jpg,True,False
frame_2571.jpg,True,False
frame_2577.jpg,True,False
frame_2578.jpg,False,True
frame_2579.jpg,False,True
frame_2580.jpg,False,True
frame_2581.jpg,False,True
frame_2582.jpg,False,True
frame_2584.jpg,False,True
frame_2586.jpg,False,True
frame_2587.jpg,False,True
frame_2588.jpg,False,True
frame_2589.jpg,True,False
frame_2590.jpg,True,False
frame_2598.jpg,True,False
frame_2610.jpg,False,True
frame_2616.jpg,True,False
frame_2622.jpg,True,False
frame_2625.jpg,False,True
frame_2626.jpg,False,True
frame_2629.jpg,False,True
frame_2630.jpg,False,True
frame_2631.jpg,False,True
frame_2632.jpg,False,True
frame_2633.jpg,True,False
frame_2518.jpg,False,True
frame_2519.jpg,False,True
frame_2521.jpg,False,True
frame_2526.jpg,False,True
